simulation,strategy,annual_cost_cny,avg_material_shortage_rate,max_material_shortage_rate,any_material_shortage,cost_weighted_risk
119,Resilience,159580127.79564995,0.0,0.0,0,30.443782552624956
120,Lowest Cost,184590761.33493719,0.0,0.0,0,38.21161803978885
120,Balanced,186078309.9544488,0.0,0.0,0,36.078605306825466
120,Resilience,192924748.97805348,0.0,0.0,0,30.44247751260923
121,Lowest Cost,144675768.00913563,0.06232481674396516,0.49859853395172127,1,37.22772840460694
121,Balanced,146505435.53211543,0.06479369793610211,0.45184835288343883,1,35.745685071790625
121,Resilience,152876658.9000673,0.058485081409419507,0.36147868230675106,1,30.437088208727015
122,Lowest Cost,176126304.65805236,0.0,0.0,0,38.48089203952937
122,Balanced,178054875.05177715,0.0,0.0,0,35.86293890034691
122,Resilience,184482669.17008376,0.0,0.0,0,30.443130037606217
123,Lowest Cost,162919149.95551357,0.004910341109537544,0.039282728876300355,1,39.003504109254145
123,Balanced,164495272.30843404,0.022451537400218685,0.17961229920174948,1,34.623707888089655
123,Resilience,167738103.26150486,0.053883689760524836,0.4310695180841987,1,30.669569491902923
124,Lowest Cost,155923999.6768573,0.0650674007783128,0.5205392062265024,1,38.67492764398636
124,Balanced,157634524.83910146,0.05534767373337503,0.4427813898670002,1,35.88312966904739
124,Resilience,163124608.35567632,0.05731912135700459,0.45855297085603675,1,30.444189624816268
125,Lowest Cost,147422551.195776,0.0,0.0,0,37.219279264428124
125,Balanced,149508517.07155505,0.0,0.0,0,35.74669763163545
125,Resilience,156000780.250173,0.0,0.0,0,30.43714127879518
126,Lowest Cost,171319241.7537382,0.0005832849677155361,0.0046662797417242885,1,37.80694969981768
126,Balanced,172883896.27572313,0.016698087268680856,0.13358469814944685,1,35.8713697312436
126,Resilience,179033182.3633119,0.026716939629889372,0.21373551703911498,1,30.443572160885317
127,Lowest Cost,162382858.5574854,0.03253089711649115,0.24011517647520964,1,37.03667818359913
127,Balanced,163722589.94614947,0.03569870404166883,0.21782647883880424,1,35.76896718228428
127,Resilience,170599809.8751508,0.03533527858278973,0.17426118307104344,1,30.43829405726911
128,Lowest Cost,180159683.1246168,0.09704244136491476,0.39281760948891753,1,38.20946345556767
128,Balanced,181396235.39481345,0.08432580951854857,0.365732332665903,1,35.882305373575335
128,Resilience,187654952.2419822,0.06570065891784137,0.2925858661327224,1,30.512975466910937
129,Lowest Cost,183439529.6218587,0.017228472941645492,0.10149708755180764,1,38.98820338102977
129,Balanced,185996931.66489333,0.028447662125925588,0.2275812970074047,1,34.32600450311868
129,Resilience,190394395.06256196,0.025549941717337724,0.2043995337387018,1,30.68121145436964
130,Lowest Cost,160130739.63378865,0.05807601161617079,0.46460809292936633,1,39.612530332235046
130,Balanced,161480442.0832113,0.04355700871212809,0.3484560696970247,1,34.88345170673784
130,Resilience,164446328.54042405,0.03484560696970247,0.2787648557576198,1,30.669497556174974
131,Lowest Cost,154089761.4457855,0.0,0.0,0,38.94867992265055
131,Balanced,156586395.1373664,0.0,0.0,0,34.44155102550655
131,Resilience,160012434.9868234,0.0,0.0,0,30.682178583651712
132,Lowest Cost,162165851.95226207,0.017209682187446493,0.13767745749957194,1,39.20611536812586
132,Balanced,164159373.96823323,0.018405166162437037,0.1472413292994963,1,34.781734567930556
132,Resilience,167666634.22096956,0.02944826585989925,0.235586126879194,1,30.70926181422637
133,Lowest Cost,172895187.5131952,0.06817972158318586,0.5024816924609965,1,38.47996272528909
133,Balanced,174692845.63365543,0.11667766246038237,0.3857503584473635,1,35.89175856512447
133,Resilience,180222764.4540705,0.09334212996830588,0.30860028675789075,1,30.68034312427773
134,Lowest Cost,176468645.01088312,0.0,0.0,0,37.989425413406515
134,Balanced,177948239.0489018,0.0,0.0,0,35.899835909252204
134,Resilience,184593665.49488258,0.0,0.0,0,30.442162760758716
135,Lowest Cost,175305142.46482062,0.07740212816387135,0.5478292757196763,1,39.50348701665087
135,Balanced,177322100.61284104,0.14251644997960206,0.5478292757196763,1,34.84663592413482
135,Resilience,181228790.3156835,0.09412991335261468,0.2966073299506444,1,30.683917423446445
136,Lowest Cost,167167548.56472299,0.0,0.0,0,39.529800348611744
136,Balanced,168504698.81666046,0.0,0.0,0,34.86163981105317
136,Resilience,171628016.05718407,0.0,0.0,0,30.66949787397856
137,Lowest Cost,171506231.08577475,0.015057012477796644,0.12045609982237315,1,38.98912777682986
137,Balanced,172052235.38274693,0.0,0.0,0,35.29216537327313
137,Resilience,175408447.94771132,0.0,0.0,0,30.66947553682997
138,Lowest Cost,175932981.88701013,0.11952175169745725,0.49749395755414116,1,39.21131404397862
138,Balanced,178245817.2724643,0.07561762793382368,0.4296587579775387,1,34.752809311208026
138,Resilience,182083305.51758224,0.04296587579775388,0.343727006382031,1,30.75010196281495
139,Lowest Cost,192287695.87176934,0.0,0.0,0,39.53610563829836
139,Balanced,193819488.9178613,0.0,0.0,0,35.37018030986527
139,Resilience,198092812.0484793,0.0,0.0,0,30.669613251817946
140,Lowest Cost,165928729.76019686,0.14224199959050604,0.7123216617556343,1,37.15104810017048
140,Balanced,168156835.96681964,0.10668149969287952,0.5342412463167256,1,35.75825256761401
140,Resilience,175335084.9347265,0.05342412463167258,0.42739299705338063,1,30.437749679635736
141,Lowest Cost,206664975.95677572,0.0,0.0,0,37.625030923935356
141,Balanced,208756756.64690983,0.021357612993843048,0.17086090395074438,1,36.094789825759925
141,Resilience,217419206.8552414,0.027473127010977857,0.21978501608782286,1,30.473433095069325
142,Lowest Cost,187311679.38295573,0.0,0.0,0,38.10051884932976
142,Balanced,188855629.38469014,0.0,0.0,0,36.033018417720825
142,Resilience,196018000.9181796,0.0,0.0,0,30.44154737100622
143,Lowest Cost,188870348.10848522,0.0075860028467302915,0.06068802277384233,1,37.83275503924057
143,Balanced,190468912.24503544,0.01282890108316867,0.10263120866534936,1,35.8152514308103
143,Resilience,197911899.2667506,0.020526241733069883,0.16420993386455907,1,30.440587384751087
144,Lowest Cost,173976917.68219376,0.0,0.0,0,37.88343159205037
144,Balanced,175645971.9042589,0.0,0.0,0,35.894193909386246
144,Resilience,181179220.4937741,0.0,0.0,0,30.68045033688851
145,Lowest Cost,172720525.90116668,0.01965834956648485,0.1572667965318788,1,37.46403984413395
145,Balanced,174238445.2516714,0.07036522707356639,0.423483704776746,1,35.8218670182488
145,Resilience,180951283.27179313,0.06607290193994654,0.3387869638213967,1,30.468207768873498
146,Lowest Cost,147122403.3530118,0.0,0.0,0,39.669693871542364
146,Balanced,148939603.35721853,0.0,0.0,0,34.343887012736204
146,Resilience,151909461.56279355,0.0,0.0,0,30.669594477061572
147,Lowest Cost,149479412.17488313,0.0024556764021340938,0.01964541121707275,1,39.73991058137489
147,Balanced,151707581.53764242,0.017150268769921664,0.13720215015937332,1,34.32255102073424
147,Resilience,154865588.14367467,0.057487323979889884,0.24037515158412148,1,30.684004616688867
148,Lowest Cost,158450112.32436502,0.0,0.0,0,39.576302192965215
148,Balanced,160637959.14325503,0.0,0.0,0,34.82603376709493
148,Resilience,164247679.99721253,0.0,0.0,0,30.683465379687085
149,Lowest Cost,149079401.92691576,0.0,0.0,0,39.59911471765466
149,Balanced,151311767.9066559,0.0,0.0,0,34.58231287695258
149,Resilience,154540171.20686808,0.01570723291952668,0.12565786335621343,1,30.68376597512451
150,Lowest Cost,165648293.95513225,0.0,0.0,0,38.304165032296375
150,Balanced,166898352.69604015,0.0,0.0,0,35.432202738971306
150,Resilience,170754362.38645485,0.03235956644190656,0.2588765315352525,1,30.70582540819784
151,Lowest Cost,156942147.79098985,0.0,0.0,0,39.50819101751083
151,Balanced,158950745.89033127,0.0,0.0,0,34.790825263887484
151,Resilience,162512300.66269556,0.0,0.0,0,30.683648104460424
152,Lowest Cost,155747738.48321247,0.0,0.0,0,38.133784507882346
152,Balanced,157567649.0314989,0.0,0.0,0,35.834917334982634
152,Resilience,163531990.7955311,0.0,0.0,0,30.441791168348487
153,Lowest Cost,145813993.8422737,0.03410981785177687,0.272878542814215,1,39.97724516032202
153,Balanced,147447354.1914819,0.012427503977676002,0.09942003182140802,1,34.901911769839444
153,Resilience,150497905.03872406,0.019884006364281614,0.15907205091425292,1,30.669583636175066
154,Lowest Cost,178137999.02061945,0.0227509401913943,0.1820075215311544,1,38.56719476564232
154,Balanced,180613511.45911363,0.04069849490276324,0.1820075215311544,1,34.432071789444116
154,Resilience,184672489.59388196,0.04098478833589339,0.2163046377408846,1,30.681737492364817
155,Lowest Cost,165371938.7173873,0.0,0.0,0,39.366229528179126
155,Balanced,166233234.86034456,0.0,0.0,0,35.36463427923704
155,Resilience,169482584.55011198,0.017314083773862954,0.13851267019090363,1,30.690941500221008
156,Lowest Cost,171775759.6024897,0.005911141383063256,0.04728913106450605,1,38.84838509197454
156,Balanced,173874096.27693442,0.0,0.0,0,34.43069432284314
156,Resilience,177617369.906458,0.0,0.0,0,30.683287633473174
157,Lowest Cost,185804679.8432696,0.0,0.0,0,39.526752397580495
157,Balanced,188696538.71942922,0.05477005982895468,0.43816047863163743,1,34.8835002887566
157,Resilience,193235024.3337378,0.03493511773537614,0.2794809418830091,1,30.681667893152017
158,Lowest Cost,170751091.7299845,0.0,0.0,0,39.635353127177254
158,Balanced,172964120.45221975,0.022720263068538235,0.18176210454830588,1,34.80628605101801
158,Resilience,176677465.80739608,0.054528631364491764,0.4362290509159341,1,30.783843403039505
159,Lowest Cost,162843723.67878345,0.05999951232165973,0.47999609857327785,1,39.58898187072283
159,Balanced,163806673.57759005,0.016757370523898474,0.1340589641911878,1,34.98792105185362
159,Resilience,166992392.1183533,0.0,0.0,0,30.669480952902898
160,Lowest Cost,179854811.02352172,0.0822779120540948,0.6582232964327585,1,37.24663543883499
160,Balanced,180865943.17578822,0.062154235154666074,0.4972338812373286,1,35.85522373286898
160,Resilience,187501991.30383077,0.08481086429334915,0.3977871049898629,1,30.44264138384252
161,Lowest Cost,165776193.29945618,0.00705555938679088,0.05644447509432704,1,38.31480391471727
161,Balanced,167789756.7296462,0.034553300389691316,0.27642640311753053,1,34.4905962009707
161,Resilience,171578449.2692632,0.01983565601449222,0.15868524811593776,1,30.681986128011
162,Lowest Cost,210068802.23767918,0.0,0.0,0,37.20657604677844
162,Balanced,210917341.66799295,0.0,0.0,0,35.94181641418561
162,Resilience,218041467.79724878,0.0,0.0,0,30.608306123082667
163,Lowest Cost,173412967.1879283,0.08551241907489752,0.6840993525991802,1,39.35566816776963
163,Balanced,176422035.0458765,0.021981369654685917,0.17585095723748734,1,34.303945705115716
163,Resilience,180270371.6858326,0.0,0.0,0,30.68198101212278
164,Lowest Cost,219119658.34111205,0.0,0.0,0,37.102570667313834
164,Balanced,220481088.12969658,0.0,0.0,0,36.214989660597745
164,Resilience,229715333.86310935,0.0,0.0,0,30.43755474735733
165,Lowest Cost,154715411.2773879,0.0,0.0,0,38.95637653057911
165,Balanced,156668698.6885329,0.0,0.0,0,34.32702961477212
165,Resilience,159892384.588281,0.0,0.0,0,30.68449232065786
166,Lowest Cost,176874571.6521591,0.0,0.0,0,38.65695573905858
166,Balanced,178402922.36916038,0.0,0.0,0,35.88498424041499
166,Resilience,184595479.72748518,0.0,0.0,0,30.444287081136885
167,Lowest Cost,176687446.05835828,0.004021094817483334,0.03216875853986667,1,39.22349114580952
167,Balanced,178410802.05323488,0.0,0.0,0,34.98618778919294
167,Resilience,182257158.56474102,0.0,0.0,0,30.669602642759184
168,Lowest Cost,157021753.2811168,0.0,0.0,0,38.29531706217535
168,Balanced,160105687.83745047,0.008895659965219377,0.07116527972175501,1,33.63650048306444
168,Resilience,163627826.75582603,0.014233055944351009,0.11386444755480807,1,30.680483182514493
169,Lowest Cost,176489279.49563423,0.0,0.0,0,36.43190016208994
169,Balanced,178040654.46335492,0.0,0.0,0,35.77427936322274
169,Resilience,185459644.3299521,0.0,0.0,0,30.43857266326332
170,Lowest Cost,149992516.95500684,0.10098998789899916,0.5216238890601053,1,39.59648197420648
170,Balanced,152379959.9444793,0.057848990041006354,0.3912179167950789,1,34.31708947104033
170,Resilience,155596552.3535019,0.039121791679507883,0.31297433343606307,1,30.683410182321193
171,Lowest Cost,181801060.79648456,0.0,0.0,0,37.366205763122586
171,Balanced,182844824.14318362,0.014148918772781557,0.11319135018225246,1,35.84796871758446
171,Resilience,189628624.6014545,0.038233409723224074,0.18110616029160398,1,30.442408693072295
172,Lowest Cost,167968502.39029697,0.01981568397190854,0.15852547177526832,1,38.68072345991941
172,Balanced,169953415.36756718,0.0,0.0,0,34.531913876582934
172,Resilience,173471233.73521543,0.0,0.0,0,30.684687415787796
173,Lowest Cost,190953261.86733806,0.0,0.0,0,37.960123779236994
173,Balanced,193393141.75660494,0.0,0.0,0,34.43534213365316
173,Resilience,198094814.88233188,0.0,0.0,0,30.680781252664868
174,Lowest Cost,171497381.911581,0.0559066040946692,0.27475542344352977,1,39.31548548693403
174,Balanced,173613491.14301056,0.07524049945626547,0.3958574280674765,1,34.716390328239086
174,Resilience,177548538.72264034,0.062279836898188584,0.33338544111939084,1,30.682347292127613
175,Lowest Cost,158707060.67923924,0.05147007337676453,0.4117605870141162,1,39.17710094593666
175,Balanced,160608655.81621942,0.042865457203263194,0.34292365762610555,1,34.27783559923902
175,Resilience,163831624.82552585,0.03429236576261056,0.2743389261008845,1,30.669604027463063
176,Lowest Cost,191691191.102452,0.0,0.0,0,36.1966726421465
176,Balanced,192817048.0580884,0.0,0.0,0,35.81338395876511
176,Resilience,200640957.95977828,0.0,0.0,0,30.43947866464192
177,Lowest Cost,165306881.07378286,0.0,0.0,0,38.00350285037577
177,Balanced,167087009.8531315,0.008852604073104231,0.07082083258483385,1,35.79679711732332
177,Resilience,173813376.6758147,0.0296674946043419,0.12402662469900105,1,30.439777284445356
178,Lowest Cost,159157672.03695098,0.14244547573296093,0.6122934052172471,1,38.53700341943313
178,Balanced,161462093.94840935,0.05016413106252819,0.16801094460646082,1,34.42994845399121
178,Resilience,164926308.11125216,0.014676400736756967,0.11741120589405574,1,30.682830258112745
179,Lowest Cost,171415134.1418448,0.0,0.0,0,38.866970899856184
179,Balanced,173297990.09750694,0.0,0.0,0,34.82986241662326
179,Resilience,176977308.515409,0.0,0.0,0,30.68484985119542
180,Lowest Cost,152332023.30938074,0.0,0.0,0,38.42505836748674
180,Balanced,154041708.39376253,0.04354662210631896,0.17513118084430268,1,35.86253257087293
180,Resilience,159606717.6861665,0.06967459537011034,0.2802098893508843,1,30.4431079576543
181,Lowest Cost,170297712.78768978,0.021004023637842928,0.16803218910274342,1,38.96998469282788
181,Balanced,172427561.78581157,0.0,0.0,0,34.36809643217086
181,Resilience,176021596.92811942,0.0,0.0,0,30.68381643591048
182,Lowest Cost,165680827.36770546,0.0,0.0,0,37.92872113313022
182,Balanced,168792768.87114608,0.0,0.0,0,33.6406881295495
182,Resilience,172450387.11339775,0.0,0.0,0,30.68101536494167
183,Lowest Cost,149339967.07744527,0.0,0.0,0,39.601410344444744
183,Balanced,150991878.06326085,0.017328591570573218,0.13862873256458574,1,35.19735699351783
183,Resilience,154296000.79388446,0.027725746512917163,0.2218059721033373,1,30.66960075697811
184,Lowest Cost,163082683.95887288,0.0,0.0,0,38.47977612473957
184,Balanced,164648233.65657917,0.02400636415646651,0.11282786031129088,1,35.87299013361052
184,Resilience,171054168.07042232,0.03841018265034642,0.18052457649806541,1,30.440040681472258
185,Lowest Cost,154625565.2320581,0.0,0.0,0,39.053107111273086
185,Balanced,156142164.8950409,0.0,0.0,0,35.514004776243816
185,Resilience,159752779.70946962,0.01997730940475627,0.15981847523805015,1,30.685088855792458
186,Lowest Cost,157898220.38964036,0.0,0.0,0,38.46163004846057
186,Balanced,159617320.15498233,0.0,0.0,0,35.84677287041865
186,Resilience,165547475.14283392,0.0,0.0,0,30.442380340553115
187,Lowest Cost,178498064.90039152,0.008636453791847576,0.06909163033478061,1,39.121108726632116
187,Balanced,179952177.09267345,0.019539042210185598,0.15631233768148478,1,34.318850025339586
187,Resilience,183310704.09117562,0.03126246753629694,0.2500997402903755,1,30.669547463274675
188,Lowest Cost,170072182.4189619,0.11178286262276188,0.4781125870109304,1,39.788387406749166
188,Balanced,172629714.3391446,0.03294981656537779,0.1595609540302313,1,34.3180201555524
188,Resilience,176265151.2697249,0.0,0.0,0,30.683511453821197
189,Lowest Cost,164653789.38626426,0.01795835403911339,0.1436668323129071,1,38.55855852634831
189,Balanced,166767248.73358524,0.0,0.0,0,34.50210538405296
189,Resilience,170343277.63125572,0.0,0.0,0,30.682941729148297
190,Lowest Cost,179546860.91107577,0.042551218904922194,0.23810000059658265,1,38.41075583368587
190,Balanced,181117163.00229704,0.0691444084898758,0.4307935733028285,1,35.16207579194144
190,Resilience,185104245.4247041,0.06528409999001866,0.34463485864226284,1,30.674595823609003
191,Lowest Cost,157313158.5138837,0.0,0.0,0,37.93543252370476
191,Balanced,159123584.39862224,0.0,0.0,0,35.80178080613741
191,Resilience,165478298.9501327,0.0,0.0,0,30.440024084823875
192,Lowest Cost,149654091.63102463,0.11505430683801111,0.5074924526575137,1,38.41264473556028
192,Balanced,152504870.8235843,0.05963621845675851,0.31469289434638326,1,33.63811080127903
192,Resilience,155840474.15403196,0.06394866009617527,0.25983496529229566,1,30.680687787406498
193,Lowest Cost,153641052.4331917,0.0604561303146377,0.4836490425171016,1,39.53101134549302
193,Balanced,155912903.98683134,0.017422729226531264,0.1393818338122501,1,34.49797655596551
193,Resilience,159241104.37193814,0.0,0.0,0,30.68395919564287
194,Lowest Cost,167483788.77870768,0.0,0.0,0,38.033340162164514
194,Balanced,168638960.79809502,0.0,0.0,0,35.95178547235428
194,Resilience,175094526.37480295,0.0,0.0,0,30.441279377513407
195,Lowest Cost,189809245.25145593,0.0,0.0,0,38.63482944153779
195,Balanced,191588794.71072906,0.0,0.0,0,36.12413024126017
195,Resilience,199107537.24948686,0.0,0.0,0,30.440463768453313
196,Lowest Cost,131868268.36499807,0.06221863464527708,0.4977490771622166,1,40.03660082587229
196,Balanced,133094591.44344182,0.021237952181362582,0.16990361745090066,1,34.32472577312018
196,Resilience,135527948.3099354,0.03398072349018014,0.2718457879214411,1,30.66951786640332
197,Lowest Cost,154307135.27113673,0.0,0.0,0,39.26895682512184
197,Balanced,155771510.56621388,0.0,0.0,0,34.35532791173039
197,Resilience,158705778.63420832,0.0248925868690517,0.1991406949524136,1,30.669554254281614
198,Lowest Cost,180800478.6478188,0.03716971483159638,0.29735771865277105,1,38.208348352440254
198,Balanced,182672860.68125725,0.0,0.0,0,35.79896347107182
198,Resilience,189704179.74459007,0.0,0.0,0,30.735021959922374
199,Lowest Cost,171608860.5355807,0.05202106046221805,0.4161684836977444,1,37.443495989445694
199,Balanced,172953099.23847175,0.04571186154474638,0.36569489235797104,1,35.85853071106844
199,Resilience,179631963.5915587,0.0,0.0,0,30.44113310060899
200,Lowest Cost,186249153.3984723,0.04547736916796587,0.3059737039940982,1,39.56492892380981
200,Balanced,188084338.3764525,0.049562433383497737,0.3964994670679819,1,35.031579889369254
200,Resilience,192310105.1594132,0.023088303516897585,0.18470642813518068,1,30.68448962748042
201,Lowest Cost,141784520.0035823,0.0,0.0,0,39.70226741939832
201,Balanced,144288708.8103545,0.0,0.0,0,34.30350840532568
201,Resilience,147439494.04847005,0.0,0.0,0,30.681933496761665
202,Lowest Cost,166285271.10425404,0.0,0.0,0,39.251866000118724
202,Balanced,169363912.68266284,0.0,0.0,0,33.644558081661074
202,Resilience,172982326.97762966,0.0,0.0,0,30.681507478866102
203,Lowest Cost,176025627.05866137,0.0,0.0,0,38.141653017855326
203,Balanced,177481680.63357356,0.0,0.0,0,34.74682051335664
203,Resilience,181333254.1897836,0.034954125571725794,0.27963300457380635,1,30.68394006907609
204,Lowest Cost,142826485.31391817,0.0,0.0,0,39.20692918549172
204,Balanced,144943795.21612564,0.0,0.0,0,34.56910115283751
204,Resilience,148161786.44841537,0.0,0.0,0,30.68296678307412
205,Lowest Cost,188140511.692476,0.0,0.0,0,38.695490219223515
205,Balanced,189774337.50196612,0.0,0.0,0,36.149012401719474
205,Resilience,196487944.34122825,0.020495809166791293,0.16396647333433034,1,30.445084337820454
206,Lowest Cost,169881929.39913034,0.059522992534913194,0.32613596206319884,1,37.365558542509824
206,Balanced,170797616.96600667,0.0930716632482086,0.4521248863377202,1,35.84598187682546
206,Resilience,177146551.20277357,0.07445733059856689,0.36169990907017624,1,30.450924811164242
207,Lowest Cost,196958168.9755104,0.0,0.0,0,39.12728225709708
207,Balanced,198614708.99797836,0.0,0.0,0,35.080093813864934
207,Resilience,203032010.9760945,0.03558988119975959,0.2847190495980767,1,30.863658385909527
208,Lowest Cost,149906380.471347,0.0,0.0,0,39.23008394140119
208,Balanced,152094147.41171306,0.0,0.0,0,34.43891815476517
208,Resilience,155374179.916197,0.0,0.0,0,30.68326748738223
209,Lowest Cost,180669572.58283752,0.03873619542206687,0.30988956337653495,1,38.42107894999934
209,Balanced,183199443.12405217,0.016851590224434318,0.13481272179547454,1,34.88893353615846
209,Resilience,187587252.2518844,0.02696254435909494,0.21570035487275951,1,30.681660868878875
210,Lowest Cost,164305165.14910284,0.025281732115799357,0.20225385692639486,1,37.3211678617324
210,Balanced,166115256.33818752,0.022693316003873962,0.1815465280309917,1,35.875059099302035
210,Resilience,173203543.64344797,0.03630930560619834,0.29047444484958673,1,30.437552580043434
211,Lowest Cost,177371266.4059469,0.0,0.0,0,38.41764047769271
211,Balanced,179011829.36348245,0.0,0.0,0,35.95174753699643
211,Resilience,185369999.66628614,0.0,0.0,0,30.443665249014106
212,Lowest Cost,176783809.87266347,0.0,0.0,0,38.67645842272832
212,Balanced,178497009.1504122,0.0,0.0,0,35.114969540976745
212,Resilience,182840804.47992504,0.0,0.0,0,30.681729369922603
213,Lowest Cost,134724414.42366606,0.0,0.0,0,39.82858361413184
213,Balanced,136890600.57673252,0.0,0.0,0,34.314957862979696
213,Resilience,139795861.62972915,0.0,0.0,0,30.683178270797313
214,Lowest Cost,147103220.9792702,0.0581200250232673,0.4649602001861384,1,37.72635411787735
214,Balanced,148294661.51032245,0.0692112465856967,0.395058516814878,1,35.867199506621326
214,Resilience,153608300.6837684,0.06467242255066456,0.2635690510122034,1,30.443353412432973
215,Lowest Cost,184739383.2625603,0.0,0.0,0,37.97899134227911
215,Balanced,187360151.50576755,0.0,0.0,0,34.043156620778745
215,Resilience,191729582.06642482,0.0,0.0,0,30.680867013332662
216,Lowest Cost,186798677.23276296,0.04427707525982859,0.3542166020786287,1,38.37746962345249
216,Balanced,188570603.29229286,0.04061781969000525,0.324942557520042,1,35.88404441514382
216,Resilience,195127258.00678596,0.06369455071050437,0.25995404601603356,1,30.444237691279977
217,Lowest Cost,153040497.15006623,0.03868090427936499,0.30944723423491993,1,39.64766456505822
217,Balanced,154736145.83899754,0.0179060196169218,0.1432481569353744,1,34.42961193313504
217,Resilience,157686765.55077398,0.02864963138707491,0.22919705109659927,1,30.669564401685555
218,Lowest Cost,170785603.72315198,0.0,0.0,0,37.486523394897006
218,Balanced,171648738.32381758,0.0,0.0,0,35.90729626355931
218,Resilience,177657059.64912584,0.0,0.0,0,30.443835772544762
219,Lowest Cost,176176695.2795062,0.002389968797252756,0.01911975037802205,1,37.728963835168436
219,Balanced,177461268.81149712,0.020809463752871404,0.16647571002297123,1,35.8763252667287
219,Resilience,183717958.0715554,0.03329514200459424,0.26636113603675393,1,30.443832247062538
220,Lowest Cost,177179153.43090957,0.0,0.0,0,38.19126454578356
220,Balanced,178631737.09221882,0.0,0.0,0,35.885270331022845
220,Resilience,184292827.2245994,0.0,0.0,0,30.680182961532534
221,Lowest Cost,175435281.17533386,0.0,0.0,0,39.068544751867016
221,Balanced,177867529.81754258,0.0,0.0,0,35.10626291986691
221,Resilience,181993690.94775057,0.0,0.0,0,30.71403805595165
222,Lowest Cost,186762220.56916597,0.044327709938594126,0.354621679508753,1,37.800814883586355
222,Balanced,187969827.61828476,0.015399852576348738,0.1231988206107899,1,36.202473847225065
222,Resilience,194529298.91195884,0.024639764122157987,0.1971181129772639,1,30.444089162321696
223,Lowest Cost,182777920.04188132,0.0,0.0,0,36.76507656493893
223,Balanced,183322084.9158201,0.0,0.0,0,36.003616097002435
223,Resilience,186307068.91546878,0.0,0.0,0,31.16688178539187
224,Lowest Cost,139440523.64261228,0.0,0.0,0,39.82843632809292
224,Balanced,140250425.3642116,0.0,0.0,0,35.39143837478258
224,Resilience,143140102.88220537,0.0,0.0,0,30.66948268502915
225,Lowest Cost,210271136.22166649,0.0,0.0,0,37.27050136793774
225,Balanced,211249732.76106298,0.0,0.0,0,36.0106143490927
225,Resilience,219143030.52848512,0.0,0.0,0,30.44199399368748
226,Lowest Cost,190685901.4092003,0.0389969859907118,0.3119758879256944,1,37.64741995786537
226,Balanced,193708862.6474113,0.011523088843381199,0.09218471074704959,1,33.91692011604044
226,Resilience,198025789.48515913,0.029858871096745482,0.23887096877396385,1,30.68075931301046
227,Lowest Cost,169104187.56490117,0.0,0.0,0,36.27521448022926
227,Balanced,170472718.75828853,0.0,0.0,0,35.754583485037344
227,Resilience,177790407.76685137,0.0,0.0,0,30.43755490762295
228,Lowest Cost,173722878.1607173,0.0,0.0,0,38.54828589178878
228,Balanced,176213710.2083572,0.0,0.0,0,33.77209140505003
228,Resilience,180068264.65887395,0.013344448020356503,0.10675558416285202,1,30.681471132261134
229,Lowest Cost,163400987.90869197,0.0,0.0,0,39.717060049769344
229,Balanced,165658978.8667623,0.0,0.0,0,34.46457805422113
229,Resilience,169292493.65267238,0.0,0.0,0,30.683032697919028
230,Lowest Cost,128960671.37042542,0.0,0.0,0,40.021699291222724
230,Balanced,131091466.78371516,0.0,0.0,0,34.313317372061015
230,Resilience,133885173.66526142,0.0,0.0,0,30.68299982642428
231,Lowest Cost,202976698.67517003,0.005756236785181779,0.04604989428145423,1,38.069245967845845
231,Balanced,204401948.37682912,0.010739036217022352,0.08591228973617882,1,35.890456870890006
231,Resilience,210904748.95917594,0.017182457947235746,0.13745966357788597,1,30.680231581430547
232,Lowest Cost,181879850.2786364,0.06648629644604659,0.5318903715683727,1,38.486283851653475
232,Balanced,183286736.42809328,0.02025566639375341,0.16204533115002728,1,35.89107780586116
232,Resilience,189024586.07744387,0.0,0.0,0,30.680226778509514
233,Lowest Cost,178789126.01457104,0.0,0.0,0,38.52377673256075
233,Balanced,180315738.0885386,0.0,0.0,0,35.991089292513536
233,Resilience,186878585.02543765,0.0,0.0,0,30.442968408141347
234,Lowest Cost,180030814.56425554,0.005228973240773607,0.04183178592618886,1,37.837861823958264
234,Balanced,182297378.2327536,0.02657466686515307,0.21259733492122457,1,34.85817663112159
234,Resilience,186451665.20864138,0.021705233197587562,0.1736418655807005,1,31.1100671935369
235,Lowest Cost,152944789.28305387,0.10392004328610886,0.5009265394833454,1,38.340785228715355
235,Balanced,154572066.57601643,0.0693777587144979,0.4620909032206715,1,35.868831469517175
235,Resilience,160094741.65403974,0.04620909032206713,0.36967272257653705,1,30.44343900356232
236,Lowest Cost,179876045.49163368,0.044020364134639806,0.35216291307711844,1,39.36177291509921
236,Balanced,181104766.64620814,0.06504961386595895,0.5203969109276716,1,35.68099550762306
236,Resilience,184617150.03973278,0.05494898233238049,0.43959185865904393,1,30.762295392311295
237,Lowest Cost,187347308.67666078,0.0,0.0,0,37.20994566324766
237,Balanced,190690683.95733213,0.01974146130620963,0.15793169044967703,1,35.75054667802622
237,Resilience,200712545.99310586,0.03158633808993541,0.2526907047194833,1,30.429062113978706
238,Lowest Cost,164742868.64625716,0.12966481143702277,0.5982859605330176,1,38.277445202751906
238,Balanced,166641599.56472766,0.12944310964374633,0.4487144703997632,1,35.82359751838479
238,Resilience,173066749.12960637,0.10315213725986308,0.3941338473216285,1,30.441143180710824
